Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Virgil Green,TE,LAC,1,57,57,88,0,4,2,4,0.9,1.6
Kirk Cousins,QB,MIN,1,65,65,100,3,0,52,52,10.9,16.8
Russell Wilson,QB,SEA,1,78,78,99,8,0,53,53,24.2,31.0
Alshon Jeffery,WR,PHI,1,6,6,8,0,0,0,0,0.0,0.0
Mohamed Sanu Sr.,WR,ATL,1,52,52,80,0,13,8,13,1.6,3.1
T.Y. Hilton,WR,IND,1,63,63,90,0,10,6,10,10.3,16.3
Travis Benjamin,WR,LAC,1,43,43,66,0,5,0,5,0.0,0.0
Marvin Jones Jr.,WR,DET,1,55,55,92,0,11,9,11,4.3,7.8
Rhett Ellison,TE,NYG,1,33,33,49,0,3,3,3,0.8,2.4
Derek Carrier,TE,OAK,1,9,9,15,0,56,33,56,3.3,36.7
Case Keenum,QB,WAS,1,59,59,100,2,0,64,64,16.7,28.3
Josh Gordon,WR,NE,1,57,57,80,0,9,4,9,1.9,3.3
Cole Beasley,WR,BUF,1,35,35,50,0,11,11,11,8.3,23.7
Chris Hogan,WR,CAR,1,3,3,4,0,33,33,33,1.2,40.0
Josh Bellamy,WR,NYJ,1,41,41,64,0,5,2,5,0.5,1.2
Travis Kelce,TE,KC,1,64,64,85,0,14,11,14,16.7,26.1
Marquise Goodwin,WR,SF,1,35,35,50,0,9,9,9,13.7,39.1
Russell Shepard,WR,NYG,1,39,39,57,0,8,5,8,1.9,4.9
DeAndre Hopkins,WR,HOU,1,60,60,92,0,13,8,13,4.0,6.7
Robert Woods,WR,LAR,1,66,66,99,2,3,5,5,4.2,6.4
Kenny Stills,WR,HOU,1,24,24,37,0,13,8,13,3.8,15.8
Cordarrelle Patterson,RB,CHI,1,15,15,24,13,0,13,13,5.0,33.3
Keenan Allen,WR,LAC,1,59,59,91,0,25,14,25,9.8,16.6
Giovani Bernard,RB,CIN,1,27,27,39,22,11,26,33,1.3,4.8
Le'Veon Bell,RB,NYJ,1,57,57,89,37,18,54,54,10.9,19.1
Chris Thompson,RB,WAS,1,27,27,46,7,30,26,37,5.1,18.9
Rex Burkhead,RB,NE,1,17,17,24,29,12,41,41,6.8,40.0
Zach Ertz,TE,PHI,1,80,80,100,0,20,10,20,9.2,11.5
Tyler Eifert,TE,CIN,1,18,18,26,0,28,17,28,6.9,38.3
Levine Toilolo,TE,SF,1,33,33,47,0,0,0,0,0.0,0.0
Vance McDonald,TE,PIT,1,51,51,91,0,14,14,14,15.8,31.0
Kyle Juszczyk,RB,SF,1,37,37,53,3,5,5,8,1.1,3.0
Latavius Murray,RB,NO,1,22,22,35,23,5,27,27,2.3,10.5
Ryan Griffin,TE,NYJ,1,57,57,89,0,2,0,2,0.0,0.0
Demetrius Harris,TE,CLE,1,50,50,78,0,2,2,2,0.4,0.8
Zach Line,RB,NO,1,21,21,33,0,5,0,5,0.0,0.0
James Develin,RB,NE,1,26,26,37,8,0,8,8,0.3,1.2
Jack Doyle,TE,IND,1,49,49,70,0,6,4,6,2.1,4.3
Patrick DiMarco,RB,BUF,1,13,13,19,8,8,15,15,0.4,3.1
Teddy Bridgewater,QB,NO,1,54,54,86,4,0,59,59,7.1,13.1
Derek Carr,QB,OAK,1,62,62,100,3,0,65,65,11.7,18.9
Logan Thomas,TE,DET,1,6,6,10,0,17,17,17,0.7,11.7
Carlos Hyde,RB,HOU,1,39,39,60,51,0,51,51,9.0,23.1
Devonta Freeman,RB,ATL,1,40,40,62,28,10,35,38,6.4,16.0
Sammy Watkins,WR,KC,1,69,69,92,0,19,9,19,4.9,7.1
Mike Evans,WR,TB,1,55,55,92,0,15,7,15,6.1,11.1
Brandin Cooks,WR,LAR,1,65,65,97,2,6,6,8,13.6,20.9
Davante Adams,WR,GB,1,68,68,96,0,13,10,13,10.6,15.6
Donte Moncrief,WR,PIT,1,18,18,32,0,6,0,6,0.0,0.0
Allen Robinson II,WR,CHI,1,54,54,87,0,13,7,13,4.1,7.6
Odell Beckham Jr.,WR,CLE,1,58,58,91,0,17,10,17,22.1,38.1
Jarvis Landry,WR,CLE,1,63,63,98,0,11,5,11,3.2,5.1
Paul Richardson Jr.,WR,WAS,1,51,51,86,0,6,6,6,7.6,14.9
Eric Ebron,TE,IND,1,33,33,47,0,12,9,12,8.5,25.8
Trey Burton,TE,CHI,1,26,26,42,0,12,8,12,0.5,1.9
James White,RB,NE,1,22,22,31,14,18,27,32,8.9,40.5
Cody Latimer,WR,NYG,1,40,40,59,0,13,8,13,3.0,7.5
Jimmy Garoppolo,QB,SF,1,70,70,100,6,0,41,41,23.6,33.7
John Brown,WR,BUF,1,56,56,80,0,14,13,14,7.2,12.9
Ryan Grant,WR,OAK,1,48,48,77,0,10,2,10,-0.2,-0.4
Damien Williams,RB,KC,1,39,39,52,23,13,31,36,5.6,14.4
Taylor Gabriel,WR,CHI,1,52,52,84,2,4,4,6,2.5,4.8
Willie Snead IV,WR,BAL,1,43,43,55,0,2,2,2,0.5,1.2
Allen Hurns,WR,MIA,1,28,28,45,0,7,4,7,1.3,4.6
Bennie Fowler III,WR,NYG,1,53,53,78,2,19,11,21,7.1,13.4
Dontrelle Inman,WR,LAC,1,36,36,55,0,6,3,6,2.8,7.8
Keith Smith,RB,ATL,1,11,11,17,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,64,64,98,0,13,8,13,7.5,11.7
Cameron Brate,TE,TB,1,16,16,27,0,13,13,13,1.0,6.3
Josh Hill,TE,NO,1,27,27,43,0,0,0,0,0.0,0.0
Darren Fells,TE,HOU,1,43,43,66,0,7,2,7,0.9,2.1
Diontae Spencer,WR,DEN,1,2,2,2,0,0,0,0,0.0,0.0
Seth Roberts,WR,BAL,1,26,26,33,0,0,0,0,0.0,0.0
Marcus Mariota,QB,TEN,1,59,59,100,8,0,56,56,13.4,22.7
Jameis Winston,QB,TB,1,60,60,100,7,0,48,48,13.2,22.0
Amari Cooper,WR,DAL,1,63,63,91,0,8,6,8,10.4,16.5
DeVante Parker,WR,MIA,1,57,57,92,0,12,0,12,0.0,0.0
Todd Gurley II,RB,LAR,1,42,42,63,38,10,45,48,12.7,30.2
Maxx Williams,TE,ARI,1,14,14,25,0,7,7,7,2.1,15.0
Ameer Abdullah,RB,MIN,1,7,7,11,14,0,14,14,0.2,2.9
Duke Johnson Jr.,RB,HOU,1,25,25,38,24,4,24,28,3.1,12.4
T.J. Yeldon,RB,BUF,1,3,3,4,0,0,0,0,0.0,0.0
Mike Davis,RB,CHI,1,15,15,24,20,0,20,20,0.1,0.7
David Johnson,RB,ARI,1,34,34,60,21,3,24,24,7.4,21.8
Malcolm Brown,RB,LAR,1,25,25,37,24,4,28,28,4.7,18.8
Nick O'Leary,TE,MIA,1,14,14,23,0,7,7,7,0.6,4.3
Jesse James,TE,DET,1,29,29,48,0,14,10,14,1.8,6.2
Nick Boyle,TE,BAL,1,47,47,60,0,6,2,6,1.4,3.0
MyCole Pruitt,TE,TEN,1,28,28,47,0,0,0,0,0.0,0.0
Blake Bell,TE,KC,1,25,25,33,0,4,0,4,0.0,0.0
Nelson Agholor,WR,PHI,1,77,77,96,0,14,10,14,16.7,21.7
Justin Hardy,WR,ATL,1,11,11,17,0,9,0,9,0.0,0.0
Tyler Lockett,WR,SEA,1,69,69,87,0,17,14,17,7.9,11.4
Devin Smith,WR,DAL,1,18,18,26,0,17,17,17,13.4,74.4
Breshad Perriman,WR,TB,1,30,30,50,0,13,0,13,0.0,0.0
Jamison Crowder,WR,NYJ,1,63,63,98,0,10,6,10,4.0,6.3
Ty Montgomery,RB,NYJ,1,24,24,38,13,13,25,25,4.0,16.7
Phillip Dorsett II,WR,NE,1,35,35,49,0,9,9,9,3.9,11.1
Stefon Diggs,WR,MIN,1,58,58,89,0,12,2,12,8.9,15.3
Chris Manhertz,TE,CAR,1,30,30,40,0,0,0,0,0.0,0.0
Jake Kumerow,WR,GB,1,6,6,8,0,17,17,17,1.2,20.0
C.J. Uzomah,TE,CIN,1,42,42,61,0,0,0,0,0.0,0.0
DeAndre Carter,WR,HOU,1,1,1,2,0,0,0,0,0.0,0.0
Darren Waller,TE,OAK,1,59,59,95,0,12,10,12,6.3,10.7
Trevor Siemian,QB,NYJ,1,18,18,28,0,0,33,33,0.1,0.6
James O'Shaughnessy,TE,JAC,1,42,42,66,0,10,10,10,2.8,6.7
Chris Conley,WR,JAC,1,54,54,84,0,9,7,9,7.3,13.5
Geoff Swaim,TE,JAC,1,34,34,53,0,12,9,12,1.4,4.1
Damiere Byrd,WR,ARI,1,53,53,93,0,13,11,13,4.5,8.5
Matt LaCosse,TE,NE,1,41,41,58,0,5,5,5,3.3,8.0
Tyrell Williams,WR,OAK,1,58,58,94,0,12,9,12,10.6,18.3
Raheem Mostert,RB,SF,1,32,32,46,41,13,50,53,21.1,65.9
Eric Tomlinson,TE,NYG,1,4,4,6,0,0,0,0,0.0,0.0
Darius Jennings,WR,TEN,1,1,1,2,0,100,100,100,1.1,110.0
Daniel Brown,TE,NYJ,1,5,5,8,0,0,0,0,0.0,0.0
Adam Humphries,WR,TEN,1,33,33,56,3,6,9,9,0.0,0.0
Ezekiel Elliott,RB,DAL,1,53,53,77,43,4,47,47,18.0,34.0
Jared Goff,QB,LAR,1,67,67,100,6,0,48,48,19.1,28.5
Derrick Henry,RB,TEN,1,30,30,51,50,10,57,60,15.4,51.3
Carson Wentz,QB,PHI,1,74,74,93,4,0,62,62,19.5,26.4
Michael Thomas,WR,NO,1,62,62,98,0,21,16,21,8.9,14.4
Tyler Boyd,WR,CIN,1,54,54,78,0,19,19,19,12.2,22.6
Austin Hooper,TE,ATL,1,48,48,74,0,13,8,13,3.4,7.1
Jordan Howard,RB,PHI,1,18,18,23,44,6,50,50,2.6,14.4
Tajae Sharpe,WR,TEN,1,31,31,53,0,6,6,6,2.4,7.7
Dak Prescott,QB,DAL,1,69,69,100,7,0,51,51,28.7,41.6
C.J. Prosise,RB,SEA,1,10,10,13,20,30,50,50,2.0,20.0
Tyler Higbee,TE,LAR,1,23,23,34,0,13,9,13,2.1,9.1
William Fuller V,WR,HOU,1,58,58,89,0,12,7,12,4.0,6.9
Kenyan Drake,RB,MIA,1,34,34,55,18,18,32,35,4.8,14.1
Jacoby Brissett,QB,IND,1,70,70,100,10,0,50,50,17.3,24.7
Nick Vannett,TE,SEA,1,33,33,42,0,3,3,3,1.3,3.9
Chris Moore,WR,BAL,1,7,7,9,0,0,0,0,0.0,0.0
Tyler Ervin,RB,JAC,1,2,2,3,0,0,0,0,0.0,0.0
Demarcus Robinson,WR,KC,1,68,68,91,0,9,9,9,29.2,42.9
Seth DeValve,TE,JAC,1,10,10,16,0,0,0,0,0.0,0.0
Wendell Smallwood,RB,WAS,1,14,14,24,7,14,21,21,1.3,9.3
Jakeem Grant Sr.,WR,MIA,1,38,38,61,3,18,11,21,1.8,4.7
Robby Anderson,WR,NYJ,1,63,63,98,0,10,6,10,8.1,12.9
Cody Core,WR,NYG,1,14,14,21,0,36,21,36,2.8,20.0
Alex Erickson,WR,CIN,1,15,15,22,0,20,7,20,1.4,9.3
Derek Watt,RB,LAC,1,6,6,9,0,33,17,33,0.3,5.0
Johnny Holton,WR,PIT,1,6,6,11,0,17,0,17,0.0,0.0
DeAndre Washington,RB,OAK,1,15,15,24,20,13,33,33,3.5,23.3
Ben Braunecker,TE,CHI,1,14,14,23,0,21,14,21,2.4,17.1
Trevor Davis,WR,GB,1,4,4,6,0,0,0,0,0.0,0.0
Geronimo Allison,WR,GB,1,31,31,44,0,13,13,13,6.5,21.0
Danny Vitale,RB,GB,1,7,7,10,0,0,0,0,0.0,0.0
Peyton Barber,RB,TB,1,40,40,67,58,3,60,60,14.9,37.3
Chester Rogers,WR,IND,1,28,28,40,0,14,11,14,2.4,8.6
Jalen Richard,RB,OAK,1,17,17,27,12,18,24,29,0.5,2.9
C.J. Ham,RB,MIN,1,25,25,38,0,8,0,8,0.0,0.0
J.D. McKissic,RB,DET,1,4,4,7,50,0,50,50,0.2,5.0
Elijhaa Penny,RB,NYG,1,8,8,12,0,0,0,0,0.0,0.0
Dalvin Cook,RB,MIN,1,47,47,72,43,6,49,49,25.1,53.4
Mike Williams,WR,LAC,1,40,40,62,0,13,8,13,8.3,20.8
Leonard Fournette,RB,JAC,1,62,62,97,24,10,31,34,8.7,14.0
O.J. Howard,TE,TB,1,55,55,92,0,0,0,0,0.0,0.0
Mitchell Trubisky,QB,CHI,1,60,60,97,2,0,47,47,5.6,9.3
Corey Davis,WR,TEN,1,49,49,83,0,10,6,10,3.8,7.8
John Ross,WR,CIN,1,59,59,86,0,14,7,14,17.2,29.2
Christian McCaffrey,RB,CAR,1,75,75,100,21,8,24,29,5.3,7.1
Deshaun Watson,QB,HOU,1,64,64,98,6,0,52,52,12.9,20.2
David Njoku,TE,CLE,1,10,10,16,0,10,0,10,0.0,0.0
Chris Godwin,WR,TB,1,57,57,95,0,16,14,16,18.1,31.8
Evan Engram,TE,NYG,1,53,53,78,0,15,11,15,4.8,9.1
Patrick Mahomes II,QB,KC,1,75,75,100,1,0,60,60,31.6,42.1
Joe Mixon,RB,CIN,1,38,38,55,29,13,37,42,2.7,7.1
Alvin Kamara,RB,NO,1,40,40,63,33,8,35,40,6.0,15.0
Wayne Gallman Jr.,RB,NYG,1,8,8,12,0,13,0,13,0.0,0.0
Samaje Perine,RB,CIN,1,4,4,6,0,0,0,0,0.0,0.0
Jamaal Williams,RB,GB,1,32,32,45,28,13,38,41,10.1,31.6
Taywan Taylor,WR,CLE,1,17,17,27,0,6,0,6,0.0,0.0
JuJu Smith-Schuster,WR,PIT,1,46,46,82,0,17,11,17,8.4,18.3
Zay Jones,WR,BUF,1,42,42,60,0,7,2,7,1.4,3.3
Cooper Kupp,WR,LAR,1,63,63,94,2,14,10,16,12.6,20.0
Curtis Samuel,WR,CAR,1,73,73,97,1,18,8,19,9.3,12.7
Dede Westbrook,WR,JAC,1,55,55,86,0,9,2,9,0.3,0.5
Josh Reynolds,WR,LAR,1,3,3,4,0,33,0,33,0.0,0.0
Marlon Mack,RB,IND,1,49,49,70,41,6,45,47,6.3,12.9
James Conner,RB,PIT,1,31,31,55,35,13,45,48,10.5,33.9
Tarik Cohen,RB,CHI,1,22,22,35,18,23,27,41,2.5,11.4
Adam Shaheen,TE,CHI,1,20,20,32,0,15,15,15,2.4,12.0
Gerald Everett,TE,LAR,1,48,48,72,2,8,8,10,2.1,4.4
Jonnu Smith,TE,TEN,1,29,29,49,0,0,0,0,0.0,0.0
Jeremy Sprinkle,TE,WAS,1,20,20,34,0,5,5,5,1.1,5.5
Austin Ekeler,RB,LAC,1,48,48,74,35,13,48,48,17.3,36.0
Kenny Golladay,WR,DET,1,55,55,92,0,18,15,18,17.7,32.2
Mack Hollins,WR,PHI,1,69,69,86,0,12,7,12,5.0,7.2
George Kittle,TE,SF,1,47,47,67,0,6,6,6,5.4,11.5
Antony Auclair,TE,TB,1,24,24,40,0,0,0,0,0.0,0.0
Robert Tonyan,TE,GB,1,21,21,30,0,0,0,0,0.0,0.0
Mo Alie-Cox,TE,IND,1,24,24,34,0,4,0,4,0.0,0.0
Isaiah McKenzie,WR,BUF,1,16,16,23,6,13,19,19,10.4,65.0
Ryan Switzer,WR,PIT,1,13,13,23,0,31,8,31,0.0,0.0
Blake Jarwin,TE,DAL,1,24,24,35,0,4,4,4,2.2,9.2
Aaron Jones,RB,GB,1,42,42,59,55,14,64,69,21.0,50.0
Alex Armah Jr.,RB,CAR,1,7,7,9,0,0,0,0,0.0,0.0
Ricky Seals-Jones,TE,CLE,1,3,3,5,0,0,0,0,0.0,0.0
Chris Carson,RB,SEA,1,43,43,54,35,7,42,42,6.7,15.6
Anthony Firkser,TE,TEN,1,3,3,5,0,0,0,0,0.0,0.0
Keelan Cole Sr.,WR,JAC,1,9,9,14,0,0,0,0,0.0,0.0
Dare Ogunbowale,RB,TB,1,14,14,23,0,7,7,7,0.9,6.4
Sean Culkin,TE,LAC,1,16,16,25,0,0,0,0,0.0,0.0
Pharaoh Brown,TE,CLE,1,16,16,25,0,6,0,6,0.0,0.0
Zach Pascal,WR,IND,1,31,31,44,0,0,0,0,0.0,0.0
Matt Breida,RB,SF,1,21,21,30,57,5,62,62,13.2,62.9
Kendrick Bourne,WR,SF,1,23,23,33,0,9,4,9,0.4,1.7
Taysom Hill,QB,NO,1,21,21,33,0,14,10,14,1.6,7.6
Patrick Ricard,RB,BAL,1,24,24,31,0,4,4,4,0.0,0.0
River Cracraft,WR,DEN,1,5,5,6,0,0,0,0,0.0,0.0
Lamar Jackson,QB,BAL,1,77,77,99,21,0,69,69,30.9,40.1
Mason Rudolph,QB,PIT,1,28,28,50,4,0,71,71,12.2,43.6
Josh Rosen,QB,MIA,1,24,24,39,0,0,75,75,2.9,12.1
Baker Mayfield,QB,CLE,1,64,64,100,0,0,55,55,16.0,25.0
Saquon Barkley,RB,NYG,1,60,60,88,30,12,35,42,19.5,32.5
Ronald Jones II,RB,TB,1,7,7,12,57,0,57,57,0.9,12.9
Royce Freeman,RB,DEN,1,43,43,52,26,16,37,42,10.2,23.7
Nick Chubb,RB,CLE,1,41,41,64,44,10,54,54,15.8,38.5
Kerryon Johnson,RB,DET,1,33,33,55,36,9,42,45,14.8,44.8
Ito Smith,RB,ATL,1,23,23,35,17,13,26,30,4.5,19.6
Kalen Ballage,RB,MIA,1,21,21,34,19,24,24,43,1.2,5.7
Courtland Sutton,WR,DEN,1,78,78,95,0,9,5,9,4.0,5.1
James Washington,WR,PIT,1,33,33,59,0,9,6,9,2.3,7.0
Anthony Miller,WR,CHI,1,31,31,50,0,3,3,3,0.2,0.6
Calvin Ridley,WR,ATL,1,41,41,63,0,24,20,24,16.5,40.2
Michael Gallup,WR,DAL,1,46,46,67,0,17,13,17,6.8,14.8
Tre'Quan Smith,WR,NO,1,38,38,60,0,8,8,8,4.9,12.9
Cedrick Wilson Jr.,WR,DAL,1,6,6,9,0,0,0,0,0.0,0.0
Deon Cain,WR,IND,1,32,32,46,0,3,0,3,0.0,0.0
Dante Pettis,WR,SF,1,35,35,50,0,0,3,3,0.6,1.7
DJ Moore,WR,CAR,1,71,71,95,0,20,13,20,8.9,12.5
Trey Quinn,WR,WAS,1,47,47,80,0,15,9,15,3.6,7.7
Christian Kirk,WR,ARI,1,53,53,93,0,15,11,15,11.4,21.5
Mark Andrews,TE,BAL,1,42,42,54,0,21,19,21,17.2,41.0
Jaylen Samuels,RB,PIT,1,21,21,38,14,5,19,19,3.1,14.8
Mike Gesicki,TE,MIA,1,35,35,56,0,6,3,6,1.1,3.1
Troy Fumagalli,TE,DEN,1,14,14,17,0,7,7,7,0.7,5.0
Hayden Hurst,TE,BAL,1,32,32,41,0,3,3,3,6.1,19.1
D.J. Chark Jr.,WR,JAC,1,52,52,81,0,17,13,17,11.5,22.1
Nyheim Hines,RB,IND,1,13,13,19,15,15,23,31,1.4,10.8
Josh Allen,QB,BUF,1,70,70,100,10,0,53,53,22.2,31.7
Justin Jackson,RB,LAC,1,17,17,26,41,6,47,47,6.4,37.6
Allen Lazard,WR,GB,1,1,1,1,0,0,0,0,0.0,0.0
Richie James Jr.,WR,SF,1,31,31,44,0,13,3,13,0.7,2.3
Auden Tate,WR,CIN,1,25,25,36,0,8,4,8,0.6,2.4
Rashaad Penny,RB,SEA,1,25,25,32,40,4,44,44,12.5,50.0
Sony Michel,RB,NE,1,34,34,48,62,0,62,62,12.3,36.2
Dalton Schultz,TE,DAL,1,3,3,4,0,0,0,0,0.0,0.0
Ian Thomas,TE,CAR,1,2,2,3,0,0,0,0,0.0,0.0
Javon Wims,WR,CHI,1,18,18,29,0,0,0,0,0.0,0.0
Jordan Akins,TE,HOU,1,38,38,58,0,8,5,8,2.5,6.6
Robert Foster,WR,BUF,1,24,24,34,0,8,0,8,0.0,0.0
DaeSean Hamilton,WR,DEN,1,54,54,66,0,11,4,11,1.5,2.8
Keke Coutee,WR,HOU,1,28,28,43,0,14,7,14,0.7,2.5
Chase Edmonds,RB,ARI,1,23,23,40,4,9,13,13,1.7,7.4
Jordan Wilkins,RB,IND,1,10,10,14,50,10,60,60,8.6,86.0
Phillip Lindsay,RB,DEN,1,39,39,48,33,18,44,51,6.6,16.9
Durham Smythe,TE,MIA,1,25,25,40,0,4,4,4,2.4,9.6
Darrel Williams,RB,KC,1,5,5,7,0,0,0,0,0.0,0.0
Noah Fant,TE,DEN,1,54,54,66,0,7,7,7,3.3,6.1
Marquez Valdes-Scantling,WR,GB,1,62,62,87,0,8,5,8,1.9,3.1
Ryan Izzo,TE,NE,1,30,30,42,0,0,0,0,0.0,0.0
Damion Ratley,WR,CLE,1,39,39,61,0,8,5,8,5.0,12.8
Nick Bawden,RB,DET,1,10,10,17,0,0,0,0,0.0,0.0
Tyler Conklin,TE,MIN,1,6,6,9,0,0,0,0,0.0,0.0
Justin Watson,WR,TB,1,2,2,3,0,0,0,0,0.0,0.0
Russell Gage,WR,ATL,1,9,9,14,0,11,0,11,0.0,0.0
Buddy Howell,RB,HOU,1,1,1,2,0,0,0,0,0.0,0.0
Chris Lacy,WR,DET,1,2,2,3,0,0,0,0,0.0,0.0
Gus Edwards,RB,BAL,1,16,16,21,19,0,19,19,1.1,6.9
Byron Pringle,WR,KC,1,4,4,5,0,0,0,0,0.0,0.0
Ross Dwelley,TE,SF,1,14,14,20,0,0,0,0,0.0,0.0
Trent Sherfield,WR,ARI,1,4,4,7,0,0,0,0,0.0,0.0
Jeff Wilson Jr.,RB,SF,1,15,15,21,67,0,67,67,15.4,102.7
Will Dissly,TE,SEA,1,46,46,58,0,11,11,11,17.0,37.0
Chad Beebe,WR,MIN,1,16,16,25,0,6,6,6,6.1,38.1
Jaeden Graham,TE,ATL,1,2,2,3,0,0,0,0,0.0,0.0
Malik Turner,WR,SEA,1,16,16,20,0,19,19,19,5.4,33.8
A.J. Brown,WR,TEN,1,27,27,46,0,19,11,19,2.5,9.3
D.K. Metcalf,WR,SEA,1,69,69,87,0,10,4,10,12.1,17.5
Marquise Brown,WR,BAL,1,50,50,64,0,26,16,26,8.6,17.2
Kelvin Harmon,WR,WAS,1,6,6,10,0,0,0,0,0.0,0.0
J.J. Arcega-Whiteside,WR,PHI,1,74,74,93,0,5,1,5,0.4,0.5
David Montgomery,RB,CHI,1,27,27,44,67,11,70,78,12.8,47.4
Deebo Samuel,WR,SF,1,27,27,39,7,26,26,33,15.3,56.7
Justice Hill,RB,BAL,1,15,15,19,7,13,13,20,1.4,9.3
Josh Jacobs,RB,OAK,1,30,30,48,40,0,40,40,9.9,33.0
Devin Singletary,RB,BUF,1,23,23,33,26,0,26,26,11.7,50.9
Miles Sanders,RB,PHI,1,34,34,43,29,12,38,41,3.7,10.9
T.J. Hockenson,TE,DET,1,47,47,78,0,6,2,6,0.7,1.5
Tommy Sweeney,TE,BUF,1,21,21,30,0,5,0,5,0.0,0.0
Hunter Renfrow,WR,OAK,1,46,46,74,0,17,9,17,3.0,6.5
Foster Moreau,TE,OAK,1,15,15,24,0,0,0,0,0.0,0.0
Ty Johnson,RB,DET,1,12,12,20,42,17,58,58,3.6,30.0
Parris Campbell,WR,IND,1,18,18,26,0,6,6,6,7.2,40.0
Terry McLaurin,WR,WAS,1,53,53,90,0,17,9,17,12.2,23.0
Keelan Doss,WR,OAK,1,4,4,6,0,0,0,0,0.0,0.0
Drew Sample,TE,CIN,1,19,19,28,0,16,11,16,2.5,13.2
Gardner Minshew II,QB,JAC,1,64,64,100,9,0,61,61,16.1,25.2
Trevon Wesco,TE,NYJ,1,3,3,5,0,0,0,0,0.0,0.0
Alec Ingold,RB,OAK,1,5,5,8,0,0,0,0,0.0,0.0
Mecole Hardman,WR,KC,1,55,55,73,0,11,7,11,12.1,22.0
Kyler Murray,QB,ARI,1,57,57,100,5,0,75,75,16.4,28.8
Benny Snell Jr.,RB,PIT,1,2,2,4,50,0,50,50,2.3,115.0
Irv Smith Jr.,TE,MIN,1,27,27,42,0,7,4,7,-0.1,-0.4
Preston Williams,WR,MIA,1,42,42,68,0,14,10,14,6.3,15.0
Diontae Johnson,WR,PIT,1,26,26,46,0,15,4,15,1.7,6.5
KeeSean Johnson,WR,ARI,1,18,18,32,0,11,6,11,5.1,28.3
Darwin Thompson,RB,KC,1,4,4,5,25,0,25,25,0.1,2.5
